cmte_id,amndt_ind,rpt_tp,transaction_pgi,image_num,transaction_tp,entity_tp,name,city,state,zip_code,employer,occupation,transaction_dt,transaction_amt,other_id,cand_id,cand_name,cand_pty_affil,cand_office,tran_id,file_num,memo_cd,memo_text,sub_id
C00694323,N,YE,P2020,202201319488949e3,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,07262021,1,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,A9E86C9C9D8084975BA2,1566650,NA,NA,4022220221413831e3
C00694323,N,YE,P2020,202201319488951700,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,12142021,4,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AA81A51059C5542ABA71,1566650,NA,NA,4022220221413944e3
C00694323,N,YE,P2020,202201319488948100,24K,CCM,TAYLOR BURKS FOR CONGRESS,ASHLAND,MO,65010,NA,NA,09292021,10,C00783464,H2MO04140,"BURKS, TAYLOR",REP,H,A9B6E9E8E50D24C7E8CA,1566650,NA,NA,4022220221413942300
C00694323,N,YE,P2020,202201319488951800,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,08162021,1,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AA86CF58A44BC4B4B920,1566650,NA,NA,4022220221413945e3
C00694323,N,YE,P2020,202201319488948260,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,11062021,10,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,A9C102D9942EA417FBCB,1566650,NA,NA,4022220221413938700
C00694323,N,YE,P2020,202201319488949100,24K,CCM,MARK MCCLOSKEY FOR MISSOURI,SAINT LOUIS,MO,63108,NA,NA,11222021,25,C00779967,S2MO00585,"MCCLOSKEY, MARK T",REP,S,A9EE6B8C1CCA448BF822,1566650,NA,NA,4022220221413904e3
C00694323,N,YE,P2020,202201319488948200,24K,CCM,GREITENS FOR US SENATE,CHESTERFIELD,MO,63006,NA,NA,10182021,50,C00774059,S2MO00536,"GREITENS, ERIC",REP,S,A9BC4CCD915A3408FB4D,1566650,NA,NA,4022220221413939e3
C00694323,N,YE,P2020,202201319488951800,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12022021,5,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,AA8753D49D91F4908A51,1566650,NA,NA,4022220221413956600
C00694323,N,YE,P2020,202201319488951780,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,11032021,3,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AA850AC8FFC86445CB62,1566650,NA,NA,4022220221413953500
C00694323,N,YE,P2020,2.0220131948894922e+17,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12232021,6,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,A9F63519E27274EB7823,1566650,NA,NA,4022220221413906400
C00694323,N,YE,P2020,202201319488951680,24K,CCM,GREITENS FOR US SENATE,CHESTERFIELD,MO,63006,NA,NA,08232021,15,C00774059,S2MO00536,"GREITENS, ERIC",REP,S,AA8040C66336E49329C8,1566650,NA,NA,4022220221413957e3
C00694323,N,YE,P2020,202201319488949600,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,12162021,50,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA0A39C8D18E3401A9AD,1566650,NA,NA,402222022141385e4
C00694323,N,YE,P2020,202201319488949660,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12272021,15,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,AA0D7AEFAE0E74F30AD9,1566650,NA,NA,4022220221413847600
C00694323,N,YE,P2020,202201319488949630,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,07182021,10,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA0ABA577637D444B947,1566650,NA,NA,4022220221413853e3
C00694323,N,YE,P2020,202201319488949600,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,637021324,NA,NA,09032021,3,C00541862,H4MO08162,"SMITH, JASON T",REP,H,AA0A68E065AD1492F98B,1566650,NA,NA,4022220221413846e3
C00694323,N,YE,P2020,202201319488950500,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,10122021,500,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AA3CAC33100904BF3B0C,1566650,NA,NA,4022220221413992400
C00694323,N,YE,P2020,202201319488949020,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12272021,2,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,A9EA4D794280D431DAF6,1566650,NA,NA,4022220221413844500
C00694323,N,YE,P2020,202201319488948260,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,12202021,25,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,A9C11951C2BEA4D05ADB,1566650,NA,NA,4022220221413934e3
C00694323,N,YE,P2020,202201319488949020,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12272021,2,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,A9E9C67946E0D4E14AA3,1566650,NA,NA,4022220221413836e3
C00694323,N,YE,P2020,202201319488948930,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,12172021,10,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,A9E584A94A2C748429E6,1566650,NA,NA,4022220221413835e3
C00694323,N,YE,P2020,202201319488949500,24K,CCM,MARK MCCLOSKEY FOR MISSOURI,SAINT LOUIS,MO,63108,NA,NA,10232021,5,C00779967,S2MO00585,"MCCLOSKEY, MARK T",REP,S,AA046B20EB24047078C9,1566650,NA,NA,4022220221413819400
C00694323,N,YE,P2020,202201319488948130,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,12022021,10,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,A9B91E00A8A0A431580B,1566650,NA,NA,4022220221413927e3
C00694323,N,YE,P2020,202201319488948260,24K,CCM,GREITENS FOR US SENATE,CHESTERFIELD,MO,63006,NA,NA,08302021,10,C00774059,S2MO00536,"GREITENS, ERIC",REP,S,A9C0A8094BD8C4FF9AF1,1566650,NA,NA,4022220221413933e3
C00694323,N,YE,P2020,202201319488949730,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,12052021,10,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AA11905DC24324FA290F,1566650,NA,NA,4022220221413852700
C00694323,N,YE,P2020,202201319488949540,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,10112021,5,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA0661927C6CA4099B5E,1566650,NA,NA,4022220221413848e3
C00694323,N,YE,P2020,202201319488951260,24K,CCM,JOSH HAWLEY FOR SENATE,ST. LOUIS,MO,63131,NA,NA,10152021,25,C00652727,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,AA67FC328C19C4881B88,1566650,NA,NA,4022220221414005e3
C00694323,N,YE,P2020,202201319488950660,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12272021,8,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,AA44B837972D5478EBB3,1566650,NA,NA,4.0222202214139843e+18
C00694323,N,YE,P2020,202201319488951330,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,11272021,10,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA6C766F799D448A584F,1566650,NA,NA,4022220221414011400
C00694323,N,YE,P2020,2.0220131948895078e+17,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,12262021,35,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AA4CF376A7F364B8FA0A,1566650,NA,NA,4022220221414030300
C00694323,N,YE,P2020,2.0220131948895082e+17,24K,CCM,MARK MCCLOSKEY FOR MISSOURI,SAINT LOUIS,MO,63108,NA,NA,07302021,25,C00779967,S2MO00585,"MCCLOSKEY, MARK T",REP,S,AA4ECC3801BAA4ED393D,1566650,NA,NA,4022220221414036e3
C00694323,N,YE,P2020,202201319488950430,24K,CCM,TAYLOR BURKS FOR CONGRESS,ASHLAND,MO,65010,NA,NA,12152021,6,C00783464,H2MO04140,"BURKS, TAYLOR",REP,H,AA39B6AD3C6A84229A1E,1566650,NA,NA,4022220221414084600
C00694323,N,YE,P2020,202201319488950850,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,12302021,225,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA504A896C0824F5AB06,1566650,NA,NA,4022220221414030300
C00694323,N,YE,P2020,202201319488951070,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12272021,12,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,AA5CD0AB29850425EA67,1566650,NA,NA,4022220221414092300
C00694323,N,YE,P2020,202201319488950300,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,637021324,NA,NA,12142021,4,C00541862,H4MO08162,"SMITH, JASON T",REP,H,AA31F75265BDC43DEAEF,1566650,NA,NA,4022220221414087e3
C00694323,N,YE,P2020,202201319488951420,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,NA,NA,09032021,125,C00304758,S0MO00183,"BLUNT, ROY",REP,S,AA71BBA0B82874BE1940,1566650,NA,NA,4022220221414017e3
C00694323,N,YE,P2020,202201319488951e3,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,10052021,0,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AA58E4BB8547A467E9A5,1566650,NA,NA,4022220221414099e3
C00694323,N,YE,P2020,202201319488950140,24K,CCM,TAYLOR BURKS FOR CONGRESS,ASHLAND,MO,65010,NA,NA,10122021,20,C00783464,H2MO04140,"BURKS, TAYLOR",REP,H,AA28C5737D4204894B62,1566650,NA,NA,4022220221414124e3
C00694323,N,YE,P2020,202201319488951330,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,12052021,3,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA6CA9A8B64C04940BA3,1566650,NA,NA,4022220221414011400
C00694323,N,YE,P2020,202201319488951040,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,08132021,0,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AA5AFA62E112049949E7,1566650,NA,NA,4022220221414114300
C00694323,N,YE,P2020,202201319488951680,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,12082021,10,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA7E8F79C39DB46D2ACF,1566650,NA,NA,4022220221414064600
C00694323,N,YE,P2020,202201319488951420,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12272021,6,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,AA71D699C22DD4824A11,1566650,NA,NA,4022220221414017e3
C00694323,N,YE,P2020,202201319488950880,24K,CCM,JOSH HAWLEY FOR SENATE,ST. LOUIS,MO,63131,NA,NA,07072021,625,C00652727,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,AA5240F83545A4DAA998,1566650,NA,NA,4022220221414027300
C00694323,N,YE,P2020,202201319488950750,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12272021,6,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,AA4B7188F83584C02A94,1566650,NA,NA,4022220221414027e3
C00694323,N,YE,P2020,202201319488950980,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,12022021,10,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AA570764AA9BB4B59BD5,1566650,NA,NA,4022220221414103600
C00694323,N,YE,P2020,202201319488951170,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12272021,3,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,AA6386716D8B54ED682E,1566650,NA,NA,4022220221414108e3
C00694323,N,YE,P2020,2.0220131948894998e+17,24K,CCM,TAYLOR BURKS FOR CONGRESS,ASHLAND,MO,65010,NA,NA,11232021,3,C00783464,H2MO04140,"BURKS, TAYLOR",REP,H,AA214EC3A3F0B442A8A3,1566650,NA,NA,4022220221414120400
C00694323,N,YE,P2020,202201319488950850,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,11152021,10,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA5049688B88E494BAA0,1566650,NA,NA,4022220221414029e3
C00694323,N,YE,P2020,202201319488951420,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,12062021,35,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AA709116F42554A6D913,1566650,NA,NA,4022220221414012e3
C00694323,N,YE,P2020,202201319488951200,24K,CCM,GREITENS FOR US SENATE,CHESTERFIELD,MO,63006,NA,NA,11072021,25,C00774059,S2MO00536,"GREITENS, ERIC",REP,S,AA647B37CF32744BAB58,1566650,NA,NA,4022220221414017e3
C00694323,N,YE,P2020,202201319488951360,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,09152021,25,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA6E92766AF5C4906923,1566650,NA,NA,4022220221414012e3
C00694323,N,YE,P2020,202201319488950080,24K,CCM,MARK MCCLOSKEY FOR MISSOURI,SAINT LOUIS,MO,63108,NA,NA,07252021,100,C00779967,S2MO00585,"MCCLOSKEY, MARK T",REP,S,AA25DC2FE8CB24D8286F,1566650,NA,NA,4022220221414121e3
C00694323,N,YE,P2020,202201319488948930,24K,CCM,TAYLOR BURKS FOR CONGRESS,ASHLAND,MO,65010,NA,NA,11272021,10,C00783464,H2MO04140,"BURKS, TAYLOR",REP,H,A9E5DB199A9694963AFE,1566650,NA,NA,4022220221413821400
C00694323,N,YE,P2020,202201319488951520,24K,CCM,GREITENS FOR US SENATE,CHESTERFIELD,MO,63006,NA,NA,12072021,10,C00774059,S2MO00536,"GREITENS, ERIC",REP,S,AA7661F8BBFC94A0DB1E,1566650,NA,NA,4022220221414046700
C00694323,N,YE,P2020,202201319488948930,24K,CCM,TAYLOR BURKS FOR CONGRESS,ASHLAND,MO,65010,NA,NA,09292021,10,C00783464,H2MO04140,"BURKS, TAYLOR",REP,H,A9E57A9E301B5425FB88,1566650,NA,NA,4022220221413830700
C00694323,N,YE,P2020,202201319488949020,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,10132021,1,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,A9EA04E942B3046F8BC0,1566650,NA,NA,4022220221413837e3
C00694323,N,YE,P2020,202201319488950460,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,10052021,2,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA3BA4EEFCFB244C69F2,1566650,NA,NA,4022220221414086700
C00694323,N,YE,P2020,202201319488950460,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,10112021,25,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA3B3EF4A3F734B4E9AA,1566650,NA,NA,4022220221414087700
C00694323,N,YE,P2020,202201319488951070,24K,CCM,MARK MCCLOSKEY FOR MISSOURI,SAINT LOUIS,MO,63108,NA,NA,07192021,15,C00779967,S2MO00585,"MCCLOSKEY, MARK T",REP,S,AA5C60A658B3E4A68818,1566650,NA,NA,4022220221414099e3
C00694323,N,YE,P2020,202201319488950980,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12272021,12,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,AA56C3ABDA4C0466BB85,1566650,NA,NA,4022220221414098400
C00694323,N,YE,P2020,202201319488951070,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12272021,3,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,AA5D1C60786454E9D8A5,1566650,NA,NA,4022220221414095400
C00694323,N,YE,P2020,202201319488951070,24K,CCM,TAYLOR BURKS FOR CONGRESS,ASHLAND,MO,65010,NA,NA,12122021,10,C00783464,H2MO04140,"BURKS, TAYLOR",REP,H,AA5D1D1B732B845978A2,1566650,NA,NA,4022220221414095400
C00694323,N,YE,P2020,202201319488951040,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,637021324,NA,NA,09172021,50,C00541862,H4MO08162,"SMITH, JASON T",REP,H,AA5B2CFE654AA4824B73,1566650,NA,NA,4022220221414092e3
C00694323,N,YE,P2020,202201319488950340,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12272021,3,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,AA344767F5B204DCE929,1566650,NA,NA,4022220221414073300
C00694323,N,YE,P2020,202201319488950140,24K,CCM,GREITENS FOR US SENATE,CHESTERFIELD,MO,63006,NA,NA,08102021,2447,C00774059,S2MO00536,"GREITENS, ERIC",REP,S,AA288137E5B6E4567951,1566650,NA,NA,4022220221414119400
C00694323,N,YE,P2020,202201319488951070,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,11132021,10,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AA5C9F993DB584F39A1A,1566650,NA,NA,4022220221414104e3
C00694323,N,YE,P2020,202201319488950900,24K,CCM,MARK MCCLOSKEY FOR MISSOURI,SAINT LOUIS,MO,63108,NA,NA,07012021,1,C00779967,S2MO00585,"MCCLOSKEY, MARK T",REP,S,AA5505C6306D94322AF0,1566650,NA,NA,4022220221414041e3
C00694323,N,YE,P2020,202201319488951550,24K,CCM,VICKY HARTZLER FOR SENATE,HARRISONVILLE,MO,647010531,NA,NA,09032021,25,C00464602,S2MO00593,"HARTZLER, VICKY J",REP,S,AA783609188A840BF9DA,1566650,NA,NA,4022220221414051e3
C00694323,N,YE,P2020,2.0220131948895082e+17,24K,CCM,GREITENS FOR US SENATE,CHESTERFIELD,MO,63006,NA,NA,08132021,50,C00774059,S2MO00536,"GREITENS, ERIC",REP,S,AA4E6B7036CA6454D8EE,1566650,NA,NA,4022220221414030300
C00694323,N,YE,P2020,202201319488950900,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,09032021,1,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA53DC8ED213C4529912,1566650,NA,NA,4022220221414041e3
C00694323,N,YE,P2020,202201319488950880,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,11062021,3,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AA5222190915F41FEA91,1566650,NA,NA,4022220221414037500
C00694323,N,YE,P2020,202201319488950240,24K,CCM,MARK MCCLOSKEY FOR MISSOURI,SAINT LOUIS,MO,63108,NA,NA,09032021,25,C00779967,S2MO00585,"MCCLOSKEY, MARK T",REP,S,AA2F02AB3F31344D0AD7,1566650,NA,NA,4022220221414080500
C00694323,N,YE,P2020,202201319488953600,24K,CCM,GREITENS FOR US SENATE,CHESTERFIELD,MO,63006,NA,NA,09112021,25,C00774059,S2MO00536,"GREITENS, ERIC",REP,S,AAEE0DE7862364A8A981,1566650,NA,NA,4022220221414142e3
C00694323,N,YE,P2020,202201319488950370,24K,CCM,TAYLOR BURKS FOR CONGRESS,ASHLAND,MO,65010,NA,NA,09292021,3,C00783464,H2MO04140,"BURKS, TAYLOR",REP,H,AA35B3CCEFA974132BFF,1566650,NA,NA,4022220221414082600
C00694323,N,YE,P2020,202201319488953630,24K,CCM,GREITENS FOR US SENATE,CHESTERFIELD,MO,63006,NA,NA,12082021,50,C00774059,S2MO00536,"GREITENS, ERIC",REP,S,AAEF95F6A17EC4AB58A1,1566650,NA,NA,4022220221414143e3
C00694323,N,YE,P2020,202201319488950530,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,11222021,10,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AA3E9690DAAAF4BF7A36,1566650,NA,NA,4022220221413968e3
C00694323,N,YE,P2020,202201319488953630,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,NA,NA,09032021,12,C00304758,S0MO00183,"BLUNT, ROY",REP,S,AAEE33E0714F4472D818,1566650,NA,NA,4022220221414148600
C00694323,N,YE,P2020,202201319488951500,24K,CCM,TAYLOR BURKS FOR CONGRESS,ASHLAND,MO,65010,NA,NA,12152021,1,C00783464,H2MO04140,"BURKS, TAYLOR",REP,H,AA7471BC82996418A826,1566650,NA,NA,4022220221414053e3
C00694323,N,YE,P2020,202201319488951870,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12272021,1,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,AA8A995EA553045BEB59,1566650,NA,NA,4022220221413967400
C00694323,N,YE,P2020,202201319488950900,24K,CCM,JOSH HAWLEY FOR SENATE,ST. LOUIS,MO,63131,NA,NA,10142021,25,C00652727,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,AA54CF289B05744CAB6E,1566650,NA,NA,4022220221414032e3
C00694323,N,YE,P2020,202201319488950750,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,08262021,5,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA4A77828CBA14417BA1,1566650,NA,NA,4022220221414032400
C00694323,N,YE,P2020,202201319488953700,24K,CCM,JOSH HAWLEY FOR SENATE,ST. LOUIS,MO,63131,NA,NA,12102021,120,C00652727,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,AAF1C723D7ED94B9C945,1566650,NA,NA,4022220221414147e3
C00694323,N,YE,P2020,202201319488950900,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,NA,NA,09032021,2,C00304758,S0MO00183,"BLUNT, ROY",REP,S,AA5521628F6B54EECB18,1566650,NA,NA,4022220221414038500
C00694323,N,YE,P2020,202201319488950460,24K,CCM,GREITENS FOR US SENATE,CHESTERFIELD,MO,63006,NA,NA,11132021,5,C00774059,S2MO00536,"GREITENS, ERIC",REP,S,AA3B191F61B504D15A72,1566650,NA,NA,4022220221414083e3
C00694323,N,YE,P2020,202201319488953400,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,10012021,10,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AAE10FF2D19EF4422A60,1566650,NA,NA,4022220221414254600
C00694323,N,YE,P2020,202201319488953280,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,NA,NA,09032021,10,C00304758,S0MO00183,"BLUNT, ROY",REP,S,AADB0ACB5AD914E3C973,1566650,NA,NA,4022220221414194e3
C00694323,N,YE,P2020,202201319488953280,24K,CCM,GREITENS FOR US SENATE,CHESTERFIELD,MO,63006,NA,NA,08132021,15,C00774059,S2MO00536,"GREITENS, ERIC",REP,S,AAD9C86CE59BC4922B6D,1566650,NA,NA,4022220221414190600
C00694323,N,YE,P2020,202201319488950340,24K,CCM,VICKY HARTZLER FOR SENATE,HARRISONVILLE,MO,647010531,NA,NA,08162021,1,C00464602,S2MO00593,"HARTZLER, VICKY J",REP,S,AA33DC753559F41DF847,1566650,NA,NA,4022220221414067e3
C00694323,N,YE,P2020,202201319488951420,24K,CCM,GREITENS FOR US SENATE,CHESTERFIELD,MO,63006,NA,NA,12232021,5,C00774059,S2MO00536,"GREITENS, ERIC",REP,S,AA71FF71385034A2BBC6,1566650,NA,NA,4022220221414054400
C00694323,N,YE,P2020,2.0220131948895158e+17,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,08262021,1,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA7A979850C5445A28BB,1566650,NA,NA,4022220221414062600
C00694323,N,YE,P2020,202201319488950430,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,12022021,10,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AA38EAF88BF4B41B0AB6,1566650,NA,NA,4022220221414074400
C00694323,N,YE,P2020,202201319488951200,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,12052021,0,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AA656161E0D11484D8B4,1566650,NA,NA,4022220221413995500
C00694323,N,YE,P2020,202201319488953340,24K,CCM,ERIC BURLISON FOR CONGRESS,SPRINGFIELD,MO,65804,NA,NA,12272021,12,C00788414,H2MO07143,"BURLISON, ERIC",REP,H,AADED6024AAE949B4BFE,1566650,NA,NA,4022220221414258700
C00694323,N,YE,P2020,202201319488952960,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,NA,NA,09032021,50,C00304758,S0MO00183,"BLUNT, ROY",REP,S,AAC7ED40CFC894A83ADA,1566650,NA,NA,4022220221414294500
C00694323,N,YE,P2020,202201319488952600,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,NA,NA,09032021,10,C00304758,S0MO00183,"BLUNT, ROY",REP,S,AAB4C5F168D994FEFAEA,1566650,NA,NA,402222022141418e4
C00694323,N,YE,P2020,202201319488953340,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,10262021,10,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AADEF2C61A0A246FCA0A,1566650,NA,NA,4022220221414245400
C00694323,N,YE,P2020,202201319488953540,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,12282021,5,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,AAE9D9296B6BC4142B42,1566650,NA,NA,4022220221414254e3
C00694323,N,YE,P2020,202201319488951970,24K,CCM,GREITENS FOR US SENATE,CHESTERFIELD,MO,63006,NA,NA,10142021,10,C00774059,S2MO00536,"GREITENS, ERIC",REP,S,AA8F8EAE56E50496481E,1566650,NA,NA,4022220221414328300
C00694323,N,YE,P2020,202201319488952e3,24K,CCM,JOSH HAWLEY FOR SENATE,ST. LOUIS,MO,63131,NA,NA,09032021,0,C00652727,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,AA916C35432834137BAB,1566650,NA,NA,4022220221414317600
C00694323,N,YE,P2020,202201319488952130,24K,CCM,TAYLOR BURKS FOR CONGRESS,ASHLAND,MO,65010,NA,NA,10242021,20,C00783464,H2MO04140,"BURKS, TAYLOR",REP,H,AA9A5E86D86064169869,1566650,NA,NA,4022220221414337500
C00694323,N,YE,P2020,202201319488952960,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,12202021,10,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,AAC6E4716364843FC830,1566650,NA,NA,4022220221414300700
